Time	R1	R2	R3	R4	R5	R6	R7	R8	T1	T2	T3	T4	T5	T6	T7	T8	TEMP_BME	TEMP	HUM_BME	HUM	PM10	Biossido di Azoto	Ozono	Biossido Zolfo	Ossido di Carbonio
Mar 10 2021 11:00:00	15398095.1	13745531.533333333	947972.8333333334	712881.45	9563868.55	8380044.35	13686533.116666667	499000000	103.15666666666665	100.39000000000003	90.15166666666666	89.35500000000002	39.04500000000001	100.87666666666668	102.96666666666661	500	43.80000000000002	44.73333333333332	7.300000000000008	5.839999999999999	9	29	45	2	0.5
Mar 10 2021 12:00:00	20429206.666666668	21665185.3	884643.1	692515.9666666667	13073174.783333333	8988442.083333334	25948925.816666666	499000000	103.04666666666665	100.29999999999997	90.03666666666669	89.2983333333333	38.951666666666675	100.78999999999989	102.87499999999991	500	43.80000000000002	42.84333333333334	7.300000000000008	6.328333333333334	9	24	55	1	0.5
Mar 10 2021 13:00:00	29440000.066666666	37333333.93333333	775967.6333333333	657621.7833333333	22108566.066666666	8907800.783333333	61050333.2	499000000	103.08666666666666	100.30166666666666	90.02	89.24833333333339	38.94833333333333	100.80166666666663	102.86499999999992	500	43.80000000000002	42.25833333333335	7.300000000000008	5.623333333333334	7	19	68	1	0.5
Mar 10 2021 14:00:00	33777778	43022223.53333333	680934.8166666667	629095.5	27060767.366666667	7145984.983333333	89683910.53333333	499000000	103.17499999999993	100.435	90.16666666666664	89.3683333333333	39.06666666666663	100.92166666666665	103.0166666666667	500	43.80000000000002	44.97499999999998	7.300000000000008	3.7916666666666665	7	11	84	1	0.5
Mar 10 2021 15:00:00	30879096.06779661	36772881.9661017	732433.6610169491	661210.4406779661	19534476.491525423	6517115.406779661	64138499.118644066	499000000	103.18474576271184	100.45762711864406	90.20338983050846	89.40338983050844	39.0830508474576	100.94237288135588	103.05423728813561	500	43.80000000000001	45.71186440677966	7.300000000000008	4.071186440677966	10	9	85	1	0.5
Mar 10 2021 16:00:00	27306666.666666668	31288888.9	796433.95	683628	18061240.016666666	7069263.166666667	48257790.733333334	499000000	103.12666666666665	100.37333333333335	90.10500000000002	89.32666666666663	39.02166666666667	100.86166666666661	102.9533333333333	500	43.80000000000002	44.095	7.300000000000008	5.5666666666666655	19	21	75	1	0.5
Mar 10 2021 17:00:00	24320000.2	25848889	835428.6166666667	697691.4666666667	15787167.566666666	7450710.183333334	33909907.766666666	499000000	103.08166666666668	100.36666666666669	90.10999999999997	89.32000000000002	39.01333333333332	100.82666666666667	102.95	500	43.80000000000002	43.981666666666655	7.300000000000008	6.151666666666666	30	36	62	1	0.5
Mar 10 2021 18:00:00	23273651.133333333	23669841.5	874265	709028.2666666667	14330053.783333333	7239750.8	27350400.633333333	499000000	103.12166666666667	100.425	90.15333333333332	89.36166666666668	39.061666666666646	100.8833333333333	102.97833333333328	500	43.80000000000002	44.893333333333324	7.300000000000008	6.076666666666666	37	39	60	1	0.5
Mar 10 2021 19:00:00	17783703.8	17155709.5	928959.3666666667	725894.7833333333	10935890.483333332	7693822.85	16127170.733333332	499000000	103.11999999999996	100.41166666666665	90.15499999999996	89.36499999999997	39.05499999999997	100.88666666666663	102.99166666666662	500	43.80000000000002	44.94333333333334	7.300000000000008	6.1066666666666665	38	52	42	1	0.8
Mar 10 2021 20:00:00	13035028.254237289	10840967.915254237	995114.6949152543	746538.406779661	8810422.593220338	8080304.169491526	9265726.305084746	499000000	103.16779661016946	100.43559322033899	90.18305084745758	89.37457627118644	39.06440677966099	100.87796610169485	102.9898305084746	500	43.80000000000001	45.291525423728814	7.300000000000008	6.040677966101698	42	56	34	1	0.7
Mar 10 2021 21:00:00	13845656.433333334	11472936.15	993839.2666666667	741581.5333333333	8891384.983333332	8038344.216666667	10069263.683333334	499000000	103.13666666666663	100.41666666666666	90.1683333333333	89.38499999999999	39.071666666666644	100.90499999999994	102.98833333333336	500	43.80000000000002	45.205000000000005	7.300000000000008	5.923333333333332	39	42	38	1	0.7
Mar 10 2021 22:00:00	16452909.833333334	14781952.866666667	972970.4	733191.6833333333	9067068.016666668	7482314	12631192.166666666	499000000	103.1433333333333	100.41666666666667	90.1983333333333	89.40333333333334	39.073333333333295	100.91499999999996	102.99499999999998	500	43.80000000000002	45.50666666666667	7.300000000000008	5.713333333333332	39	30	44	1	0.7
Mar 10 2021 23:00:00	16404627.322033899	15036642.305084746	963266.9322033898	729717.1694915254	8731806.152542373	7236863.627118644	12375432.169491526	499000000	103.19322033898301	100.45593220338982	90.20508474576265	89.4	39.08644067796607	100.91864406779656	103.02033898305088	500	43.80000000000001	45.74915254237287	7.300000000000008	5.572881355932206	36	30	40	1	0.6
Mar 11 2021 00:00:00	12958383.85	10642158.05	993426.4333333333	740788.5666666667	7821861.2	7672983.016666667	9443441.083333334	499000000	103.12833333333332	100.40666666666668	90.17833333333331	89.38499999999998	39.054999999999986	100.88166666666663	102.98999999999998	500	43.80000000000002	45.07166666666669	7.300000000000008	5.788333333333333	38	31	31	1	0.6
