,Time,T1,R1,T2,R2,T3,R3,T4,R4,T5,R5,T6,R6,T7,R7,T8,R8,TEMP_BME,TEMP,HUM_BME,HUM,PM10,Biossido di Azoto,Biossido Zolfo,Ozono,Ossido di Carbonio
1272,2021-11-15 09:00:00,92.32833333333336,14198518.3,90.73666666666668,14222222.0,102.4783333333333,4118297.1,101.96500000000002,4107568.733333333,107.90000000000002,11000373.283333331,107.18666666666668,26340640.5,500.0,499000000.0,104.65833333333332,127410657.2,2.0,41.23333333333333,21.5,13.926666666666664,14,30,2,3,1.0
1273,2021-11-15 10:00:00,92.32500000000002,14222222.0,90.76333333333336,14222222.0,102.47333333333334,4192600.716666667,101.94166666666666,4211695.5,107.885,15667153.566666666,107.19000000000004,34509959.766666666,500.0,499000000.0,104.655,129509321.33333331,2.0,41.205,21.5,14.006666666666666,15,28,2,4,1.0
1274,2021-11-15 11:00:00,92.36666666666666,14222222.0,90.76666666666664,14222222.0,102.5,4115026.9166666665,101.98333333333332,4138453.316666667,107.95333333333336,15367601.8,107.23166666666664,34317150.9,500.0,499000000.0,104.69499999999996,127799030.8,2.0,41.405,21.5,14.053333333333336,15,26,2,5,1.0
1275,2021-11-15 12:00:00,92.29999999999995,14056296.1,90.72999999999998,14151110.9,102.46166666666667,4348713.35,101.94666666666669,4376780.75,107.88166666666666,21343050.066666663,107.17833333333331,43731805.0,500.0,499000000.0,104.6483333333334,128183111.33333331,2.0,40.66166666666667,21.5,14.718333333333335,13,27,2,5,1.0
1276,2021-11-15 13:00:00,92.32999999999996,14056296.1,90.72166666666664,14103703.5,102.465,4388927.6,101.94000000000004,4411910.466666667,107.86166666666666,19810178.73333333,107.17833333333334,41733165.06666667,500.0,499000000.0,104.625,128756629.33333331,2.0,40.438333333333325,21.5,14.835,15,27,2,6,0.9
1277,2021-11-15 14:00:00,92.27666666666669,14179124.366666667,90.72666666666667,14131716.966666669,102.445,4246632.833333333,101.94,4261657.316666666,107.85,14651037.783333331,107.175,33992564.46666667,500.0,499000000.0,104.64,127261192.53333332,2.0,40.27333333333334,21.5,15.028333333333334,16,28,2,5,0.9
1278,2021-11-15 15:00:00,92.33389830508476,14222222.0,90.71355932203387,14222222.0,102.46101694915252,3891206.338983051,101.93220338983052,3919450.491525424,107.85932203389832,8567620.152542373,107.15762711864404,22668724.745762717,500.0,499000000.0,104.61186440677965,121857794.30508476,2.0,40.57118644067797,21.5,14.950847457627118,16,31,2,4,1.0
1279,2021-11-15 16:00:00,92.29000000000003,14222222.0,90.7316666666667,14311110.9,102.4683333333333,3771156.433333333,101.955,3776445.966666667,107.90000000000003,6350525.416666667,107.18000000000004,17179603.516666666,500.0,499000000.0,104.635,114546136.8,2.0,40.85666666666667,21.5,14.78,17,35,3,3,1.2
1280,2021-11-15 17:00:00,92.29833333333332,14785185.033333331,90.76166666666664,14933333.2,102.50333333333336,3676143.116666666,101.96000000000002,3664924.0166666666,107.90833333333336,5746462.083333333,107.18499999999996,15209518.8,500.0,499000000.0,104.64166666666668,113180565.2,2.0,41.09333333333334,21.5,14.656666666666666,25,39,4,2,1.1
1281,2021-11-15 18:00:00,92.3283333333333,15170370.266666668,90.73166666666664,15051851.733333332,102.5,3657791.4,101.96833333333336,3672838.9166666665,107.92000000000004,5374353.166666667,107.2,14135675.35,500.0,499000000.0,104.65500000000002,117057950.93333334,2.0,41.05,21.5,14.525,24,41,5,3,1.3
