,Unnamed: 0.1,Time,ZnOR_1,ZnOR_2,LaFeO3_1,LaFeO3_2,WO3_1,WO3_2,ZnOR_1_heatR,ZnOR_2_heatR,LaFeO3_1_heatR,LaFeO3_2_heatR,WO3_1_heatR,WO3_2_heatR,ZnOR_1_heatV,ZnOR_2_heatV,LaFeO3_1_heatV,LaFeO3_2_heatV,WO3_1_heatV,WO3_2_heatV,Temperature,Relative_Humidity,Pressure,VOC,ZnOR_1_Age,ZnOR_2_Age,LaFeO3_1_Age,LaFeO3_2_Age,WO3_1_Age,WO3_2_Age,sin_hour,cos_hour,sin_weekday,cos_weekday,sin_month,cos_month,sin_ordate,cos_ordate,year,UV,Rain,Wind_Speed,sin_wind,cos_wind,PM10,NO2,SO2,O3,CO
4983,4983,2021-08-08 21:00:00,179290345.6,118263437.6,2141596.45,1725860.2333333334,22779032.566666663,30235167.933333334,103.03666666666666,102.685,91.04166666666669,89.42333333333335,92.40333333333334,92.88,3.770166666666667,3.8596666666666666,2.925,2.919833333333333,2.2795,2.325333333333333,43.78833333333333,20.298333333333336,988.2216666666668,3639.601666666667,17874000.0,17874000.0,17874000.0,17874000.0,8802000.0,8802000.0,0.2190359339674459,-0.1433951850063944,-0.2508027646973936,0.8618468339245702,0.5180267665600825,-0.0761836395517011,-0.0063646378164777,0.0159437515429063,2021,0.0,0.0,3.033333333333333,0.0035782546459576,-0.0170825499699368,15.0,21.0,1.0,54.0,0.6973333333333334
4984,4984,2021-08-08 22:00:00,176392629.33333334,117048862.93333334,2433561.95,2012898.4,21956787.766666666,29646645.066666663,103.02166666666668,102.66833333333334,91.05333333333331,89.43333333333334,92.38,92.885,3.7695,3.859833333333333,2.9256666666666664,2.92,2.28,2.3258333333333336,43.85166666666667,20.598333333333336,988.8316666666668,3440.6245,17877600.0,17877600.0,17877600.0,17877600.0,8805600.0,8805600.0,-0.0023172673534486,-0.2617891321732475,-0.2508027646973936,0.8618468339245702,0.5180267665600825,-0.0761836395517011,-0.0063646378164777,0.0159437515429063,2021,0.0,0.0,5.683333333333334,0.0083902177206614,0.0153043022182198,15.0,14.0,1.0,58.0,0.6953333333333332
4985,4985,2021-08-08 23:00:00,164691605.06666666,111250669.6,2721481.6333333333,2313167.0,18743854.116666667,24971260.7,103.06,102.67,91.10166666666666,89.42333333333335,92.38833333333334,92.865,3.771666666666667,3.8591666666666655,2.926333333333333,2.92,2.2798333333333334,2.3241666666666663,43.861666666666665,20.465,989.7,3284.485833333333,17881200.0,17881200.0,17881200.0,17881200.0,8809200.0,8809200.0,-0.2215399837562084,-0.1394953585224552,-0.2508027646973936,0.8618468339245702,0.5180267665600825,-0.0761836395517011,-0.0063646378164777,0.0159437515429063,2021,0.0,0.0,2.283333333333333,-0.0159963186766027,-0.0069810607061733,15.0,14.0,2.0,52.0,0.6906666666666662
4986,4986,2021-08-09 00:00:00,161506760.8,109645342.66666669,3001406.6666666665,2606820.6333333333,18097291.383333333,23727243.066666663,103.02,102.67333333333332,91.10333333333332,89.42666666666668,92.39666666666668,92.86833333333334,3.7695,3.8591666666666655,2.9271666666666665,2.92,2.28,2.3245,43.781666666666666,20.235,990.7133333333334,3225.3135,17884800.0,17884800.0,17884800.0,17884800.0,8812800.0,8812800.0,0.0,0.2617993877991494,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,0.0,0.0,0.9833333333333334,0.0083902177206614,0.0153043022182198,14.0,13.0,2.0,50.0,0.6873333333333332
4987,4987,2021-08-09 01:00:00,159613294.13333333,108895205.2,3287305.283333333,2923563.8,17313889.35,23026787.53333333,103.01666666666668,102.63833333333334,91.00666666666666,89.42333333333335,92.4,92.88666666666668,3.7696666666666654,3.8588333333333336,2.923666666666667,2.92,2.2796666666666665,2.325333333333333,43.18666666666666,20.19333333333333,991.2916666666666,3180.0461666666665,17888400.0,17888400.0,17888400.0,17888400.0,8816400.0,8816400.0,0.2202965886734546,0.1414508129027477,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,0.0,0.0,1.45,-0.0139517671169504,-0.0104864490701613,16.0,9.0,1.0,48.0,0.6786666666666662
4988,4988,2021-08-09 02:00:00,155755993.86666667,107208851.6,3466178.216666667,3116646.7666666666,14929871.883333333,18988784.03333333,103.02,102.675,91.025,89.445,92.41833333333334,92.88166666666666,3.7695,3.86,2.923166666666667,2.919666666666666,2.2798333333333334,2.3243333333333336,43.580000000000005,19.321666666666665,991.5966666666668,3233.9216666666666,17892000.0,17892000.0,17892000.0,17892000.0,8820000.0,8820000.0,0.2380535096703053,-0.1089469870425945,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,0.0,0.0,1.6833333333333331,-0.0174077251887848,0.001260366430231,16.0,9.0,1.0,45.0,0.6793333333333329
4989,4989,2021-08-09 03:00:00,154208448.26666668,106505447.2,3710000.983333333,3407255.8,14559380.516666668,18453531.516666666,103.05333333333331,102.66166666666666,91.08166666666666,89.41833333333334,92.415,92.905,3.7705,3.859333333333333,2.925,2.918833333333333,2.2796666666666665,2.3248333333333333,43.41333333333333,19.135,992.0083333333332,3248.924666666667,17895600.0,17895600.0,17895600.0,17895600.0,8823600.0,8823600.0,0.0369451317162842,-0.2591794295357481,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,0.0,0.0,1.15,0.0127441124871412,0.011924974494807,15.0,8.0,2.0,44.0,0.6673333333333336
4990,4990,2021-08-09 04:00:00,149445847.8644068,104106453.15254235,3996553.830508474,3723741.474576271,13423538.762711864,16426634.694915254,103.04406779661018,102.67796610169492,91.0813559322034,89.46101694915254,92.43389830508475,92.89322033898304,3.77,3.859830508474576,2.925254237288136,2.92,2.2796610169491527,2.325084745762712,43.41525423728814,18.694915254237287,992.4372881355932,3254.694745762712,17899200.0,17899200.0,17899200.0,17899200.0,8827200.0,8827200.0,-0.1981304299564842,-0.1711234997809129,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,0.0,0.0,1.25,0.0050001137553164,-0.0167217308380623,14.0,9.0,2.0,40.0,0.6640000000000004
4991,4991,2021-08-09 05:00:00,135867700.66666666,96721066.0,4370621.116666666,4182225.4,11607026.4,12985614.783333331,103.05333333333331,102.68833333333332,91.10833333333332,89.455,92.45833333333331,92.90833333333332,3.77,3.8591666666666655,2.9258333333333337,2.919166666666667,2.2796666666666665,2.3258333333333336,43.58833333333334,18.256666666666668,992.8633333333332,3134.6025,17902800.0,17902800.0,17902800.0,17902800.0,8830800.0,8830800.0,-0.251045788052553,0.0742625864960414,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,18.9,0.0,1.3166666666666669,-0.0044800125961214,-0.0168685182196096,13.0,10.0,2.0,36.0,0.6500000000000002
4992,4992,2021-08-09 06:00:00,122241599.2,89155928.53333333,4881920.8,4724104.216666667,10148268.233333332,10017654.183333334,103.08333333333331,102.69333333333334,91.10166666666666,89.44833333333332,92.46333333333334,92.92,3.770333333333333,3.8595,2.9248333333333334,2.919166666666667,2.2796666666666665,2.3256666666666663,43.64333333333333,17.993333333333332,993.285,3020.9818333333333,17906400.0,17906400.0,17906400.0,17906400.0,8834400.0,8834400.0,-0.0731508063700731,0.2513719932279996,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,315.7,0.0,0.7666666666666666,0.0137321187080857,-0.0107724804745123,13.0,12.0,1.0,31.0,0.6686666666666664
4993,4993,2021-08-09 07:00:00,102216794.66666669,77959762.26666667,5547947.866666666,5546736.1,8188037.916666667,6896187.383333334,103.08,102.70666666666668,91.14166666666668,89.50333333333333,92.49,92.91666666666669,3.769833333333333,3.8595,2.926,2.919833333333333,2.28,2.3246666666666664,43.96,17.678333333333335,993.825,2823.3315,17910000.0,17910000.0,17910000.0,17910000.0,8838000.0,8838000.0,0.1719986893368244,0.1973711486474757,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,886.9,0.0,0.9166666666666666,-0.0067204090313746,0.016107561026975,13.0,15.0,1.0,26.0,0.6806666666666665
4994,4994,2021-08-09 08:00:00,90049110.4,71121828.13333334,6320066.766666667,6411228.0,7593178.816666666,6015429.233333333,103.07833333333332,102.7,91.13166666666666,89.51166666666667,92.48,92.915,3.77,3.8596666666666666,2.9261666666666666,2.92,2.28,2.325,43.91,17.654999999999998,994.2316666666668,2681.8581666666664,17913600.0,17913600.0,17913600.0,17913600.0,8841600.0,8841600.0,0.2590133832800412,-0.0380918197758505,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,1587.2,0.0,1.75,0.0099654563318695,0.0143285414430189,41.0,17.0,2.0,26.0,0.7153333333333332
4995,4995,2021-08-09 09:00:00,105040622.8,79854792.53333333,6663859.566666666,6758674.366666666,11709954.866666667,11266442.966666669,103.01666666666668,102.64,91.075,89.385,92.36333333333332,92.85166666666667,3.769333333333333,3.859,2.9261666666666666,2.9181666666666666,2.279333333333333,2.3235,42.54166666666666,19.183333333333334,994.1016666666668,2711.122333333333,17917200.0,17917200.0,17917200.0,17917200.0,8845200.0,8845200.0,0.1078923671370046,-0.238533344766687,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,2163.6000000000004,0.0,1.6333333333333335,-0.0174520718648122,0.0002064156295874,13.0,13.0,2.0,33.0,0.6686666666666666
4996,4996,2021-08-09 10:00:00,137664472.4,98543191.46666668,5993801.5,5982960.166666667,18874914.383333333,22768773.1,103.01,102.61166666666666,91.02166666666668,89.38833333333334,92.405,92.84833333333331,3.7696666666666654,3.8595,2.9245,2.919166666666667,2.2806666666666664,2.3231666666666664,42.16833333333333,19.78666666666667,993.9516666666666,2979.9911666666667,17920800.0,17920800.0,17920800.0,17920800.0,8848800.0,8848800.0,-0.1424243937806502,-0.2196684126319114,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,2620.3,0.0,1.3166666666666669,-0.011447486486668,-0.0131746906196791,12.0,11.0,2.0,41.0,0.6393333333333336
4997,4997,2021-08-09 11:00:00,190869521.6,127334306.93333334,4626973.366666666,4485268.05,34502893.63333333,45921793.13333333,103.01333333333334,102.675,91.02833333333334,89.39666666666668,92.405,92.84666666666666,3.769333333333333,3.8596666666666666,2.925,2.9193333333333333,2.2796666666666665,2.3233333333333333,42.72,19.446666666666665,993.81,3617.8586666666665,17924400.0,17924400.0,17924400.0,17924400.0,8852400.0,8852400.0,-0.2617968238801191,0.0011586450238556,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,2950.1,0.0,1.05,-0.0098168890983287,-0.0144307348467713,11.0,7.0,1.0,57.0,0.6513333333333337
4998,4998,2021-08-09 12:00:00,218293807.45762712,141332467.79661018,3493690.474576271,3303701.372881356,39543125.2881356,53472586.0338983,103.08983050847458,102.69661016949154,91.10338983050846,89.43050847457629,92.46101694915254,92.86949152542373,3.77,3.859830508474576,2.924406779661017,2.919830508474576,2.2794915254237287,2.324576271186441,43.6728813559322,19.21864406779661,993.3237288135592,4213.008983050848,17928000.0,17928000.0,17928000.0,17928000.0,8856000.0,8856000.0,-0.140474461442117,0.2209204497880551,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,3116.9,0.0,1.5333333333333332,0.0140593632675069,0.0103417466754405,10.0,8.0,1.0,68.0,0.6313333333333334
4999,4999,2021-08-09 13:00:00,247046190.13333333,155745182.4,2757241.8833333333,2512250.783333333,42830839.73333333,58759840.2,103.11333333333332,102.705,91.13,89.45833333333333,92.49666666666668,92.85166666666667,3.7706666666666666,3.859333333333333,2.9258333333333337,2.92,2.28,2.3238333333333334,44.00833333333333,19.85,992.9733333333334,4762.8206666666665,17931600.0,17931600.0,17931600.0,17931600.0,8859600.0,8859600.0,0.1099994730145972,0.2375690118439699,0.0,0.8975979010256552,0.5180267665600825,-0.0761836395517011,0.0099773758240833,0.0139701037741981,2021,3060.2,0.0,3.3833333333333333,-0.0118495005615986,0.0128143184066645,10.0,8.0,1.0,85.0,0.6553333333333335
