,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,32.71233057975769,0.7962101009825202,0.4396673043568929,0.06316291211468555,1061,10,3,sqrt,14,True,"{'n_estimators': 1061, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 14, 'bootstrap': True}",-0.2725156578165218,0.052667581910862814,-0.6632124610149127,-0.29435351230685725,0.29266445847467065,74
1,26.235328992207844,0.6409523627475726,0.2666661739349365,0.0311388554568718,794,9,2,sqrt,30,True,"{'n_estimators': 794, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",-0.2716493726247091,0.07778260692871057,-0.5880871520808139,-0.26065130592560415,0.2719514075396424,39
2,34.139327685038246,1.2854467522917692,0.4140003522237142,0.07229168280453867,1061,9,2,sqrt,28,True,"{'n_estimators': 1061, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 28, 'bootstrap': True}",-0.27869175177600364,0.05429139048014583,-0.5890342457625496,-0.27114486901946916,0.2626908006779997,46
3,23.159330526987713,0.9030610500887832,0.33733463287353516,0.08382670210951561,794,9,2,sqrt,12,True,"{'n_estimators': 794, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",-0.2760788318750626,0.03693845859969754,-0.6586250565329511,-0.29925514326943875,0.2844351208428247,87
4,33.97799531618754,1.066869213620237,0.4723347822825114,0.10508436732693052,1061,11,2,sqrt,30,True,"{'n_estimators': 1061, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",-0.27258042683899847,0.06575508944706687,-0.6896285704285973,-0.2988179692735096,0.30894166102630694,85
5,36.04599531491598,1.0908374949975654,0.29166722297668457,0.04993811112600496,705,9,2,sqrt,18,False,"{'n_estimators': 705, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 18, 'bootstrap': False}",-0.2856209676998877,0.06632888207942404,-0.6301315891693623,-0.283141224929942,0.2843342034134881,61
6,17.739991982777912,0.3980687712843762,0.13199853897094727,0.024912426435638988,350,10,2,sqrt,,False,"{'n_estimators': 350, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",-0.2592508464768864,0.09944111338438122,-0.590489548575529,-0.2500997605560114,0.2817373319935414,25
7,25.72032554944356,0.8048581846737081,0.18166708946228027,0.026041593645296204,527,10,3,sqrt,,False,"{'n_estimators': 527, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",-0.23282063070926484,0.07398417141809506,-0.5466566953168789,-0.23516438486934957,0.2533809927797231,5
8,54.439997831980385,1.7519195909463783,0.5013360977172852,0.08611044278432477,1150,11,3,sqrt,24,False,"{'n_estimators': 1150, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 24, 'bootstrap': False}",-0.2573490967206928,0.07050196429124618,-0.5747258799802871,-0.25385767080324456,0.263424733459136,31
9,21.618000109990437,0.683467270355222,0.23166871070861816,0.029224793673073617,705,9,2,sqrt,18,True,"{'n_estimators': 705, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 18, 'bootstrap': True}",-0.2763890249565024,0.07968958506002503,-0.6401040809871057,-0.2789345069611944,0.29386004608698707,56
10,34.738331158955894,1.0363213060179908,0.529333750406901,0.025836722865287952,1150,10,3,sqrt,28,True,"{'n_estimators': 1150, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 28, 'bootstrap': True}",-0.2764603757248664,0.03875353156597716,-0.6561987791770796,-0.2979685411119896,0.2841204315491565,83
11,22.137996673583984,0.6673502662646037,0.2700003782908122,0.04445226784229531,794,11,3,sqrt,12,True,"{'n_estimators': 794, 'min_samples_split': 11, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",-0.3004145140546251,0.04741403318920442,-0.616956383787673,-0.28998562155103125,0.2713283178336363,65
12,30.54766623179118,0.9868869998058064,0.22499815622965494,0.025021326397095863,616,11,2,sqrt,26,False,"{'n_estimators': 616, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 26, 'bootstrap': False}",-0.24084405177717083,0.06997173531393579,-0.5552326818505177,-0.24203499943791754,0.2552400237393997,13
13,17.02766466140747,0.6107020207778879,0.12866822878519693,0.01483941949108693,350,10,3,sqrt,16,False,"{'n_estimators': 350, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 16, 'bootstrap': False}",-0.2691781636119246,0.09260042837276243,-0.5875303715109144,-0.2547027022500255,0.2778508358500203,32
14,13.160331010818481,0.2896546476289545,0.15833504994710287,0.00555815627920233,438,11,2,sqrt,14,True,"{'n_estimators': 438, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 14, 'bootstrap': True}",-0.3053655856261377,0.06789864177424103,-0.6396310085617246,-0.2923659841378738,0.28899399504173523,69
