Time	R1	R2	R3	R4	R5	R6	R7	R8	T1	T2	T3	T4	T5	T6	T7	T8	TEMP_BME	TEMP	HUM_BME	HUM	PM10	Biossido di Azoto	Ozono	Biossido Zolfo	Ossido di Carbonio
Sep 13 2021 10:00:00	4626719.677966102	4350527.915254237	20406053.20338983	27126416.79661017	144873886.1016949	121194467.38983051	146245667.3898305	132818750.91525424	91.44067796610169	89.8677966101695	95.57966101694916	95.4423728813559	104.5813559322034	104.12203389830512	97.13220338983056	103.13050847457629	2	42.19661016949154	21.5	18.299999999999997	27	34	48	3	0.8
Sep 13 2021 11:00:00	3287872.466666667	3059731.6333333333	40083236.53333333	59863480.6	268737634.93333334	188471248.26666668	234379543.46666667	157877576.53333333	91.47666666666665	89.86666666666662	95.60500000000002	95.44833333333328	104.66666666666664	104.15833333333327	97.09333333333339	103.19999999999995	2	42.7066666666667	21.5	17.876666666666658	22	17	77	2	0.8
Sep 13 2021 12:00:00	2180748.683333333	1978811.6833333333	46251120.46666667	67653352.73333333	310027850.6666667	208328036.8	258928752	162298898.53333333	91.50666666666665	89.89666666666666	95.66999999999999	95.46999999999996	104.70500000000001	104.20999999999994	97.10166666666673	103.2033333333333	2	43.00499999999999	21.5	17.98166666666667	21	19	86	2	0.8
Sep 13 2021 13:00:00	1614518.3166666667	1398007.6166666667	63785800.666666664	91012396.66666667	372774422.4	239435588.8	308763292.26666665	182466098	91.50499999999995	89.89166666666668	95.68499999999999	95.48833333333332	104.69333333333333	104.21499999999996	97.08833333333338	103.20166666666667	2	42.93666666666671	21.5	17.63	20	14	113	1	0.8
Sep 13 2021 14:00:00	1255179.9	1031057.75	81422866.8	114520979.06666666	427618828.8	264051621.86666667	341816904	193711671.46666667	91.44833333333332	89.86500000000002	95.67833333333334	95.46666666666664	104.68000000000002	104.2083333333333	97.10000000000007	103.19666666666666	2	42.556666666666686	21.5	17.191666666666666	19	14	130	1	0.8
Sep 13 2021 15:00:00	1109375.05	886107.4	92793055.2	129755041.33333333	454857424.53333336	274715675.2	362177080.53333336	203469771.46666667	91.43666666666665	89.83999999999997	95.65499999999996	95.47333333333337	104.65166666666666	104.19666666666662	97.08500000000004	103.20166666666665	2	42.404999999999966	21.5	17.14666666666666	18	14	141	1	0.8
Sep 13 2021 16:00:00	1041479.7666666667	816824.8333333334	97772904.93333334	137386148.13333333	480526221.3333333	286012256	384297873.6	206350409.33333334	91.46833333333335	89.82833333333335	95.68999999999998	95.53000000000003	104.69499999999998	104.22666666666662	97.12333333333336	103.23666666666666	2	42.57	21.5	16.779999999999994	32	13	155	1	0.8
Sep 13 2021 17:00:00	995760.55	774875.15	103857594.93333334	145953699.46666667	490106971.2	289913262.93333334	393405549.3333333	201827529.06666666	91.46166666666662	89.79666666666668	95.6833333333333	95.52333333333331	104.68499999999997	104.21833333333329	97.09333333333335	103.215	2	42.51166666666668	21.5	17.26166666666667	27	19	158	2	0.8
Sep 13 2021 18:00:00	1041681.6949152543	812086.3389830509	84924899.11864407	118975235.11864407	423298826.84745765	255189258.0338983	329713694.37288135	176323531.93220338	91.43728813559319	89.7864406779661	95.66271186440677	95.4898305084746	104.65423728813559	104.16779661016948	97.0796610169492	103.193220338983	2	42.3338983050847	21.5	17.852542372881356	33	37	125	1	0.8
Sep 13 2021 19:00:00	1057501.9666666666	825073.1	93578792.4	131850281.2	426351295.46666664	257000464.8	334210542.4	175321821.6	91.41333333333331	89.78333333333336	95.67999999999996	95.52166666666666	104.67166666666667	104.19666666666664	97.08000000000006	103.19499999999998	2	42.25000000000001	21.5	17.264999999999997	30	43	124	1	0.9
Sep 13 2021 20:00:00	1116082.8333333333	873566.4	76464474	108217050.53333333	370749195.73333335	229180676.26666668	289142833.8666667	163015587.2	91.43166666666664	89.82333333333334	95.67000000000002	95.52833333333336	104.67	104.16333333333328	97.0883333333334	103.19166666666663	2	42.261666666666684	21.5	17.839999999999986	31	42	100	2	0.9
Sep 13 2021 21:00:00	1127278.2	884700.1666666666	72692939.6	104952950.93333334	382599347.2	235916455.2	306305801.06666666	170728339.73333332	91.36499999999995	89.7816666666667	95.67666666666666	95.53666666666666	104.67333333333335	104.17500000000001	97.08333333333339	103.19166666666662	2	42.24499999999998	21.5	17.983333333333334	30	23	110	2	0.8
Sep 13 2021 22:00:00	1121513.9166666667	880141.4	72857961.06666666	105205965.73333333	386113804.8	238293040.53333333	309028274.1333333	175030770.13333333	91.39666666666666	89.7766666666667	95.66166666666663	95.52333333333334	104.63333333333331	104.12166666666666	97.08500000000004	103.17499999999998	2	42.00500000000001	21.5	17.939999999999994	29	18	112	2	0.8
Sep 13 2021 23:00:00	1142918.3666666667	897353.8166666667	61300166.733333334	88638303.06666666	353909946.6666667	222065336.53333333	280114765.06666666	168362313.06666666	91.41666666666666	89.78833333333336	95.67833333333333	95.52333333333333	104.58833333333332	104.11833333333335	97.06833333333338	103.1833333333333	2	41.94333333333336	21.5	18.26666666666665	31	23	93	5	0.9
Sep 14 2021 00:00:00	1181382.85	926889.8333333334	56172099.666666664	82115136.8	341178117.3333333	216611598.66666666	272214309.3333333	168620421.06666666	91.42999999999999	89.78666666666665	95.68499999999997	95.54166666666667	104.61166666666665	104.12000000000002	97.08000000000003	103.20666666666666	2	41.93333333333339	21.5	18.406666666666663	31	17	91	4	0.8
Sep 14 2021 01:00:00	1208280.5833333333	949701.4833333333	50002530.53333333	72786165.93333334	328158965.8666667	210371447.73333332	265306592.26666668	165139916	91.41499999999999	89.84	95.70166666666661	95.55166666666668	104.64833333333335	104.16999999999992	97.11833333333331	103.2266666666667	2	42.47666666666668	21.5	18.03333333333334	32	16	89	4	0.8
Sep 14 2021 02:00:00	1252696.3833333333	985929.9166666666	44805885.53333333	65091981.6	324132266.6666667	208455552.26666668	261531165.86666667	167065203.2	91.45499999999998	89.86333333333333	95.74166666666669	95.58000000000001	104.71000000000001	104.21499999999995	97.21833333333326	103.2466666666667	2	43.16666666666666	21.5	17.391666666666666	31	14	89	4	0.8
Sep 14 2021 03:00:00	1301899	1029854.0677966102	38928496.74576271	56392026.983050846	295135837.55932206	194192781.83050847	239823362.7118644	152238642.16949153	91.48983050847458	89.86610169491524	95.73728813559323	95.57288135593222	104.7033898305085	104.21355932203384	97.19152542372875	103.24406779661021	2	43.205084745762704	21.5	17.274576271186444	31	18	75	4	0.8
